station,n_intervals,mean_lag_hours,sd_lag_hours,se_lag_hours,ci_lower_95,ci_upper_95
blaitiere1170,35,182.15427083333333,347.1641188370264,58.681446424837844,67.13863584065116,297.1699058260155
blaitiere1700,987,26.66710702530926,93.91438356101528,2.9893277648934746,20.80802460611805,32.526189444500474
blaitiere1900,987,27.34998779934174,115.73963564949793,3.6840331930722456,20.12928274092014,34.57069285776334
blaitiere2000,105,43.24427723840345,84.61550319330331,8.257627573892155,27.059327193574827,59.429227283232066
blaitiere2046,353,63.75284360950546,106.85327078893373,5.687225753010259,52.60588113360535,74.89980608540557
blaitiere2200,210,20.540701121794875,54.37341315110808,3.7521219759472317,13.1865420489383,27.89486019465145
blaitiere2230,1247,16.96109811827957,41.53290534164523,1.1761401764286064,14.655863372479502,19.266332864079637
blaitiere2400,481,46.54246711299037,105.55023779697724,4.812676586170495,37.109621004096205,55.97531322188454
combasses1600,19,458.34737037037036,520.4382815081204,119.39673028651946,224.32977900879223,692.3649617319485
couvercle2400,2619,9.68957179028895,28.725115978858224,0.561298706802751,8.589426324955557,10.789717255622342
couvercle2600,3120,5.1191594389120905,22.662849643693264,0.4057300929492002,4.323928456731658,5.914390421092523
couvercle2700,368,50.87247685185186,163.0304889984335,8.498551721736684,34.215315477247955,67.52963822645576
fou2200,445,34.003082070707066,94.4341676129923,4.476608872233917,25.22892868112859,42.77723546028554
fou2300,571,19.999066058107577,101.81564310195807,4.260852052186539,11.64779603582196,28.35033608039319
lespres1600,1,NA,NA,NA,NA,NA
lespres1800,1,NA,NA,NA,NA,NA
lespres2000,9,276.7634126984127,402.71234891739886,134.23744963913296,13.658011405712102,539.8688139911133
loriaz1500,215,95.61651442307692,253.64428339330658,17.298396551327972,61.7116571824741,129.52137166367976
loriaz1600Ouest,12,1010.8278888888889,1035.2071172408798,298.83855390301926,425.1043232389711,1596.5514545388066
loriaz1700,237,122.30866569626396,242.81240254615383,15.772360435713916,91.39483924226468,153.22249215026324
loriaz1700Ouest,20,44.943472222222226,60.34037046049248,13.492517013718146,18.49813887533466,71.38880556910979
loriaz1900,15,563.9460493827161,791.6698398782015,204.40827370286445,163.30583292510175,964.5862658403304
loriaz1919Ouest,49,275.35273901808785,396.5810985272142,56.65444264674488,164.31003143046786,386.39544660570783
loriaz1919OuestHight,16,140.80394841269842,296.03974489501314,74.00993622375329,-4.255526585858007,285.86342341125487
loriaz2100,104,137.88710069444446,212.33939080574845,20.82159033120992,97.07678364527303,178.6974177436159
loriaz2100Ouest,46,264.94630555555557,373.4392072450241,55.06060722114039,157.0275154021204,372.86509570899074
loriaz2300,422,66.31948805689748,133.798293726127,6.513199031267775,53.553617955612644,79.08535815818232
loriaz2300Ouest,276,67.80915941127695,127.40929139598323,7.669138117879398,52.77764870023333,82.84067012232057
para1400,81,170.13831140350877,263.17769136462516,29.241965707180572,112.82405861743484,227.4525641895827
para1480,64,83.6558646953405,102.91186876551181,12.863983595688977,58.442456847790105,108.86927254289088
para1600,852,31.77757833070037,57.857767597104434,1.9821744566680577,27.892516395630977,35.66264026576976
para1900,1754,16.2104002800051,80.55071620774535,1.923333569390715,12.440666483999298,19.980134076010902
para2100,1555,15.532398369604246,49.98787685683807,1.2676503906681187,13.047803603894733,18.016993135313758
para2270,1892,9.734654288240495,32.94360125069181,0.7573741996603068,8.250200856906295,11.219107719574696
para2390,433,17.357323643410854,39.91347037705911,1.918118977025138,13.597810448441585,21.116836838380124
para2500,101,65.77544501133788,141.92663304057317,14.122227815665614,38.095878492633275,93.45501153004248
peclerey1400,16,153.43435185185186,182.61494790243566,45.653736975608915,63.95302737965838,242.91567632404534
peclerey1400Nord,1,NA,NA,NA,NA,NA
peclerey1600,230,92.27413288288288,191.3595646168618,12.617876030587803,67.54309586293078,117.00516990283498
peclerey1600Nord,22,76.20316358024691,149.07929132146097,31.783811703522215,13.906892641343369,138.49943451915044
peclerey1800,127,168.99706582633053,332.4193642197215,29.497448669633588,111.18206643384869,226.81206521881236
peclerey1900Nord,139,89.78944444444444,194.90580012383535,16.531694199545427,57.387323813335406,122.19156507555348
peclerey2000,739,40.069397704818364,105.3351999613904,3.874817966985653,32.47475448952648,47.664040920110246
peclerey2000Nord,188,84.76306790123456,178.93979797551918,13.050526055167039,59.18403683310717,110.34209896936196
peclerey2200,1586,20.483013660047884,61.117755048081946,1.534672821706004,17.475054929504118,23.49097239059165
peclerey2200Nord,2404,11.181862710999813,37.10654636682936,0.7568037986919065,9.698527265563676,12.665198156435949
peclerey2400,2212,13.961883066142368,80.42302570178929,1.709967463581025,10.61034683752356,17.313419294761175
planaig2100,511,29.289020092226615,66.53495243980451,2.9433330070093633,23.520087398488265,35.057952785964964
planaig2200,244,56.765841469084144,117.2624287890285,7.506957757750304,42.05220426389355,71.47947867427474
planaigrefuge,75,112.08546031746032,224.31370320257554,25.90151538538576,61.318490162104226,162.85243047281642
posettes1600,7,447.82951388888887,710.7141350402111,268.6246935106821,-78.67488539204805,974.3339131698258
posettes1800,108,136.5722516025641,238.57144462176151,22.956547962221983,91.57741759660902,181.5670856085192
posettes2000,547,26.75718942189422,64.0097937189459,2.736861147961514,21.392941571889654,32.121437271898785
